fin_year,month,state_code,state_name,district_code,district_name,approved_labour_budget,avg_wage_rate_per_day_per_person,avg_days_of_employment_per_household,differently_abled_persons_worked,material_and_skilled_wages,num_completed_works,num_gps_with_nil_exp,num_ongoing_works,persondays_of_central_liability_so_far,sc_persondays,sc_workers_against_active_workers,st_persondays,st_workers_against_active_workers,total_admin_expenditure,total_expenditure,total_households_worked,total_individuals_worked,total_active_job_cards,total_active_workers,total_hhs_completed_100_days,total_job_cards_issued,total_workers,total_works_takenup,wages,women_persondays,percent_category_b_works,percent_expenditure_agri_allied,percent_nrm_expenditure,percent_payments_within_15_days,remarks,payload
2021-2022,Jan,9,Uttar Pradesh,37,Hardoi,1145370,247.91,50,373,1740.48,13396,350,17860,1687795,27773,4292,216,115,225.7,785.11,41515,128458,77737,147134,994,32257,94648,6305,856.08,11487,30.06,62.81,71.03,98.13,NA,{}
2021-2022,Jan,9,Uttar Pradesh,38,Hathras,720511,209.57,47,540,342.89,11808,406,13482,1667912,45918,4568,115,278,283.55,1372.87,68992,142285,39032,171965,615,58130,109067,19535,1110.56,22549,55.4,36.9,61.17,98.76,NA,{}
2021-2022,Jan,9,Uttar Pradesh,39,Jalaun,2423630,223.07,44,212,880.98,7634,175,3641,1223602,47935,1771,1318,42,488.59,2948.53,77236,145070,121367,85054,760,72675,69363,19408,547.19,182935,12.33,21.33,0.82,95.1,NA,{}
2021-2022,Jan,9,Uttar Pradesh,40,Jaunpur,983637,246.11,43,19,196.25,3576,488,10970,436132,38994,3131,1949,192,247.84,2992.34,86963,7671,43670,166384,54,33247,71239,13660,606.41,9222,32.18,13.92,68.25,94.52,NA,{}
2021-2022,Jan,9,Uttar Pradesh,41,Jhansi,1285966,233.16,43,273,121.13,11776,196,2567,464386,35892,1905,1039,493,227.18,2130.76,36150,55966,19200,183360,99,95067,173351,14266,1129.35,77378,25.32,17.59,4.89,91.75,NA,{}
2021-2022,Jan,9,Uttar Pradesh,42,Kannauj,1090611,228.2,40,450,908.78,584,473,3168,795579,47291,2803,69,103,498.89,1206.91,60206,98220,17896,20887,74,165598,67724,17337,600.55,30792,83.28,34.27,43.47,94.12,NA,{}
2021-2022,Jan,9,Uttar Pradesh,43,Kanpur Dehat,1093033,209.86,34,532,573.02,3309,411,8086,1591342,37798,4761,1203,257,403.69,1128.82,34075,109763,17162,175746,75,33856,25214,9503,1160.86,12422,22.47,83.64,10.5,96.37,NA,{}
2021-2022,Jan,9,Uttar Pradesh,44,Kanpur Nagar,1361156,212.83,50,346,395.83,1781,157,3922,1172303,10877,1465,257,496,262.25,1423.6,28679,28057,67971,138199,606,53206,32966,14481,1224.58,13698,22.98,97.0,54.21,92.97,NA,{}
2021-2022,Jan,9,Uttar Pradesh,45,Kasganj,729946,219.1,43,555,1683.01,13175,135,1313,2183581,20205,1928,1769,469,311.15,2617.59,93463,99328,94395,186681,59,89000,30606,852,1095.32,137891,87.52,53.91,42.22,95.55,NA,{}
2021-2022,Jan,9,Uttar Pradesh,46,Kaushambi,744660,205.38,48,129,1437.06,7317,199,1036,1409048,44048,2035,1077,366,295.16,689.62,84286,130398,124875,61237,754,95604,184361,13487,1946.07,59943,16.83,2.46,50.75,95.27,NA,{}
2021-2022,Jan,9,Uttar Pradesh,47,Kushinagar,2447781,216.53,41,488,1224.43,9674,375,11854,345512,5074,715,655,405,333.27,589.47,63357,65284,99522,152709,482,93711,96469,16017,1519.96,84916,76.96,50.32,68.42,92.4,NA,{}
2021-2022,Jan,9,Uttar Pradesh,48,Lakhimpur Kheri,1867746,211.84,42,258,819.46,3116,81,8863,1804945,47197,3961,149,24,460.52,1691.89,4514,42613,125542,125241,634,131769,141529,3625,1388.5,54762,49.53,22.7,6.35,94.41,NA,{}
2021-2022,Jan,9,Uttar Pradesh,49,Lalitpur,2498869,246.85,45,121,1108.87,14134,316,7503,1195826,8589,224,1295,176,196.29,1732.0,64356,21637,139081,176714,99,29792,163702,9649,1130.55,116584,47.62,24.57,21.99,91.53,NA,{}
2021-2022,Jan,9,Uttar Pradesh,50,Lucknow,2289973,240.58,46,481,743.08,6451,189,4309,2172476,3445,4509,134,101,63.71,2346.29,91891,58271,124513,182539,380,65594,89960,10426,1332.91,93254,73.56,93.59,36.48,99.9,NA,{}
2021-2022,Jan,9,Uttar Pradesh,51,Maharajganj,964367,233.28,36,144,972.58,3832,201,4342,366006,6203,1282,1958,360,130.35,2143.02,73371,111188,66158,83635,441,78272,82450,9830,557.38,122018,73.13,76.55,71.05,97.17,NA,{}
2021-2022,Jan,9,Uttar Pradesh,52,Mahoba,1390785,214.38,34,427,1648.82,1646,446,17113,1313517,30469,1608,118,357,246.49,1078.02,37408,63257,62789,28364,711,184537,118504,15491,1817.8,39487,32.53,9.48,82.13,96.05,NA,{}
2021-2022,Jan,9,Uttar Pradesh,53,Mainpuri,1030939,245.07,39,459,296.25,1096,163,12006,456791,36483,3574,1790,3,389.16,2301.18,72203,38159,73477,142888,259,122659,130879,13567,1471.3,46226,42.22,59.72,15.09,95.13,NA,{}
2021-2022,Jan,9,Uttar Pradesh,54,Mathura,1566221,238.03,44,564,193.23,14042,326,4609,608707,1089,2470,1782,308,389.61,1360.77,2652,120156,92856,11322,783,55650,118797,18569,541.19,190868,40.23,52.37,93.43,97.34,NA,{}
2021-2022,Jan,9,Uttar Pradesh,55,Mau,1457679,207.09,41,419,462.62,1670,357,4415,450536,17405,2479,200,263,408.33,1003.63,75180,100885,40305,83789,406,108647,184215,3445,1701.81,67949,46.95,35.5,49.59,97.84,NA,{}
2021-2022,Jan,9,Uttar Pradesh,56,Meerut,1841252,232.81,50,504,1811.89,12121,121,10875,230673,43985,1695,1094,470,365.12,2616.18,37372,96564,107058,91977,172,41094,38727,11128,1652.43,165476,59.43,63.97,15.58,95.58,NA,{}
2021-2022,Jan,9,Uttar Pradesh,57,Mirzapur,1796267,233.35,30,66,114.92,1866,227,4122,538843,17934,3257,72,5,420.16,1344.38,84820,49126,89284,49056,801,22516,174686,1857,845.63,150756,35.78,98.34,79.62,90.08,NA,{}
2021-2022,Jan,9,Uttar Pradesh,58,Moradabad,598603,234.93,41,295,1402.56,8018,354,18975,1696498,41138,4875,1958,181,439.34,2079.74,86261,146105,73409,126969,875,24662,165926,1910,513.2,177968,42.32,7.87,40.35,96.94,NA,{}
2021-2022,Jan,9,Uttar Pradesh,59,Muzaffarnagar,2277386,237.59,49,269,1989.1,6649,304,16962,874606,14707,3870,78,108,390.98,2026.91,88470,125472,83262,85127,829,162229,159157,6071,1674.32,25608,56.6,95.02,15.19,96.7,NA,{}
2021-2022,Jan,9,Uttar Pradesh,60,Pilibhit,2164737,246.8,34,77,1279.9,10436,170,8118,469058,44871,3270,904,423,342.0,1258.37,53053,77655,125524,169190,892,148168,76985,13940,1072.14,93531,52.64,53.17,33.18,97.25,NA,{}
2021-2022,Jan,9,Uttar Pradesh,61,Pratapgarh,2088483,203.66,46,95,1700.2,2470,190,11166,1481797,25012,4487,1095,207,142.55,2591.83,17485,84039,72597,40907,910,150355,154310,14334,953.15,112581,61.77,49.74,29.43,93.72,NA,{}
2021-2022,Jan,9,Uttar Pradesh,62,Raebareli,1224346,219.39,49,580,276.5,6041,400,14287,960315,28893,1463,112,296,142.06,1300.6,76549,47773,147258,19316,1000,107495,94755,2493,1621.0,148958,61.99,69.25,94.65,90.29,NA,{}
2021-2022,Jan,9,Uttar Pradesh,63,Rampur,950964,207.06,37,582,1368.1,3901,28,2156,84539,39370,1999,232,499,234.61,2958.46,58579,32710,86232,143413,99,183215,109710,1712,1485.79,75080,68.61,84.75,1.24,93.21,NA,{}
2021-2022,Jan,9,Uttar Pradesh,64,Saharanpur,601363,225.69,38,435,1349.28,8688,293,10669,1039103,22732,1011,437,287,301.4,2895.68,9175,130163,69339,66514,909,30807,53652,1822,1471.2,111602,23.53,72.45,53.8,90.33,NA,{}
2021-2022,Jan,9,Uttar Pradesh,65,Sambhal,2010657,211.76,43,74,634.25,4925,427,12417,2137269,31786,333,1622,273,106.6,2933.9,91674,69566,148469,197102,814,36484,80630,4095,1450.31,58770,46.95,99.28,19.51,90.12,NA,{}
2021-2022,Jan,9,Uttar Pradesh,66,Sant Kabir Nagar,525036,203.38,38,470,84.67,12551,154,8553,1790389,14952,3021,174,114,183.5,1475.33,86756,37598,33411,66596,74,196700,31460,12237,1876.48,193662,35.82,66.1,79.1,90.08,NA,{}
2021-2022,Jan,9,Uttar Pradesh,67,Shahjahanpur,1323514,224.35,42,318,501.31,9402,377,8131,215865,3201,4233,1998,40,292.25,2915.3,74801,147275,115830,81309,906,67884,69050,9065,1710.63,37695,97.52,62.88,76.71,96.66,NA,{}
2021-2022,Jan,9,Uttar Pradesh,68,Shamli,1480027,211.96,39,512,1838.6,8454,348,9495,579900,41472,2454,633,103,379.19,752.8,14169,7899,34882,115921,245,100113,182267,11904,1998.77,190687,15.1,74.28,89.34,96.25,NA,{}
2021-2022,Jan,9,Uttar Pradesh,69,Shravasti,1744742,214.55,40,245,913.44,2841,313,14565,757458,37637,1498,165,490,101.21,2158.21,60103,64093,81651,102731,207,121568,70096,931,1419.43,95083,73.71,96.06,57.1,94.11,NA,{}
2021-2022,Jan,9,Uttar Pradesh,70,Siddharthnagar,2461450,246.56,41,176,1961.98,3153,50,15245,2389098,36482,1539,34,186,326.05,2027.11,78812,97281,21251,91730,764,137451,31272,19810,1236.9,143777,38.22,79.54,1.41,99.1,NA,{}
2021-2022,Jan,9,Uttar Pradesh,71,Sitapur,1559826,239.45,40,188,421.56,6861,118,8286,2150524,38918,579,971,292,439.26,1376.63,90614,62387,68678,27736,455,80277,199022,9920,1336.28,93964,8.61,33.22,13.03,92.96,NA,{}
2021-2022,Jan,9,Uttar Pradesh,72,Sonbhadra,1691309,221.82,43,47,1157.5,4099,304,7276,194610,20594,4726,742,404,442.8,1656.9,18312,101564,144090,100697,761,56395,84251,7152,901.39,189045,37.07,57.81,5.09,97.74,NA,{}
2021-2022,Jan,9,Uttar Pradesh,73,Sultanpur,1616277,237.06,38,237,1743.14,5839,42,16620,1304972,20786,1298,1718,101,190.32,961.5,85523,132878,75004,153364,544,79855,193938,16168,1704.21,66911,96.11,52.28,77.58,93.91,NA,{}
2021-2022,Jan,9,Uttar Pradesh,74,Unnao,1472442,227.45,35,178,1691.52,12878,438,18114,413879,29082,2538,149,68,457.38,1473.24,96468,44604,10898,13802,682,108935,61285,11603,862.01,156671,24.89,48.91,69.54,95.36,NA,{}
2021-2022,Jan,9,Uttar Pradesh,75,Varanasi,1746335,207.07,33,290,1584.98,13140,449,15513,389213,39833,4977,701,193,329.58,713.73,82949,114787,121221,60971,963,13124,69618,11191,1372.13,81158,14.97,52.37,36.45,97.65,NA,{}
2021-2022,Feb,9,Uttar Pradesh,1,Agra,734434,206.62,36,600,1943.95,2870,109,16840,773608,22963,4621,591,243,421.9,2361.18,55206,65946,101987,82084,810,14700,57789,15345,1155.86,161560,65.18,7.47,0.42,99.47,NA,{}
2021-2022,Feb,9,Uttar Pradesh,2,Aligarh,1078169,210.11,48,210,1772.35,712,465,17295,1449521,41106,957,1720,102,278.87,2264.48,79725,19250,138022,181006,273,32306,95381,2526,1304.5,79151,43.65,91.14,27.33,94.28,NA,{}
2021-2022,Feb,9,Uttar Pradesh,3,Allahabad,1686418,231.35,31,482,862.58,3204,231,17637,751427,46651,4107,851,359,367.9,1860.93,32675,21610,80597,107588,386,199948,16911,8210,935.6,18736,45.73,64.75,28.58,99.73,NA,{}
2021-2022,Feb,9,Uttar Pradesh,4,Ambedkar Nagar,2284632,211.44,43,45,1618.58,3103,496,15023,1031044,15271,3480,323,286,288.83,1454.5,41182,21852,68906,139141,646,50119,158004,2440,930.41,118599,23.18,87.23,84.91,99.33,NA,{}
2021-2022,Feb,9,Uttar Pradesh,5,Amethi,2289248,213.17,46,359,217.34,14790,316,7063,1614589,32724,4549,1203,486,473.12,2625.97,67157,108570,62180,44402,796,126164,120229,7190,807.29,52991,95.19,27.13,18.13,99.91,NA,{}
2021-2022,Feb,9,Uttar Pradesh,6,Amroha,1642785,237.03,31,256,1050.97,4873,494,3924,532883,18787,731,173,101,464.39,1579.15,57966,11808,104061,194307,223,72790,85311,5847,1470.51,140979,31.88,49.28,22.98,98.33,NA,{}
2021-2022,Feb,9,Uttar Pradesh,7,Auraiya,2219457,239.47,45,509,96.4,8707,295,19881,309089,44728,4992,1355,225,456.26,2052.56,25668,136828,78875,95604,140,166544,27914,14722,624.81,79603,19.24,12.27,16.52,98.45,NA,{}
2021-2022,Feb,9,Uttar Pradesh,8,Ayodhya,1792600,202.41,47,422,1441.12,10009,197,11166,687561,37631,2356,684,131,71.56,2196.44,86096,38323,46053,119136,91,113669,136619,19741,655.2,10629,41.84,69.05,53.51,98.81,NA,{}
2021-2022,Feb,9,Uttar Pradesh,9,Azamgarh,690905,213.29,41,104,56.34,3604,460,1167,1829709,12865,2011,312,125,314.5,2197.56,52396,22919,123533,166096,784,11424,112258,13677,865.32,56901,86.8,54.89,82.06,92.52,NA,{}
2021-2022,Feb,9,Uttar Pradesh,10,Baghpat,1817392,219.22,31,451,320.86,8885,178,13424,1629916,11401,4377,1694,186,252.53,1595.62,20181,125439,42547,155189,350,194522,104223,7990,747.93,41977,99.47,43.57,18.87,90.96,NA,{}
2021-2022,Feb,9,Uttar Pradesh,11,Bahraich,1830934,244.69,31,198,1678.0,1805,400,15660,313280,19830,3586,601,366,102.85,1863.7,23807,61357,76983,165391,637,91547,188714,15923,999.19,110149,86.09,94.26,34.76,99.51,NA,{}
2021-2022,Feb,9,Uttar Pradesh,12,Ballia,1525521,212.43,50,515,137.6,3227,196,2186,1511553,2367,631,26,305,472.91,2560.85,83954,11656,115306,19740,350,81174,21611,2646,1511.24,90580,64.54,85.02,3.1,90.36,NA,{}
2021-2022,Feb,9,Uttar Pradesh,13,Balrampur,1171098,215.15,41,235,405.83,5483,78,16279,1953230,44088,3629,1619,19,420.18,1052.23,42259,136640,115606,57737,847,72624,172837,14326,1800.54,15971,1.51,65.88,8.15,93.57,NA,{}
2021-2022,Feb,9,Uttar Pradesh,14,Banda,1346320,219.48,32,61,548.66,2428,491,3843,148244,17430,1887,360,341,139.15,2134.0,69266,5974,47445,192053,961,91015,149041,11488,1590.95,104868,30.32,27.91,53.84,96.54,NA,{}
2021-2022,Feb,9,Uttar Pradesh,15,Barabanki,1868446,230.83,40,236,395.0,13743,1,14548,2159965,13219,2519,1767,31,207.57,1989.42,92236,110476,34367,17952,334,35270,19317,15532,1544.64,26014,4.19,4.4,4.72,94.56,NA,{}
2021-2022,Feb,9,Uttar Pradesh,16,Bareilly,1459584,227.06,40,387,1701.62,5160,367,12274,781763,8680,3897,1783,217,261.16,2844.54,42130,95534,117422,93838,605,14813,56469,7256,793.07,74719,80.86,29.11,7.33,99.03,NA,{}
2021-2022,Feb,9,Uttar Pradesh,17,Basti,2163283,225.31,47,286,885.26,5649,341,18105,1828292,19346,859,1184,151,366.68,2451.27,21052,79440,41731,170135,307,23008,162007,3718,1416.86,6856,6.38,37.1,85.59,97.65,NA,{}
2021-2022,Feb,9,Uttar Pradesh,18,Bhadohi,931728,200.21,42,569,1272.68,13421,98,17940,1695942,5429,4961,1834,355,289.13,2032.74,17951,143446,137573,143402,34,120938,182366,5160,1289.62,123964,98.72,68.04,48.04,95.16,NA,{}
2021-2022,Feb,9,Uttar Pradesh,19,Bijnor,542997,240.66,32,91,1110.6,5605,432,3232,1298236,24626,1471,46,370,360.7,1815.66,5913,128779,23404,151082,163,14333,116934,9321,794.02,181541,5.28,26.84,33.46,96.67,NA,{}
2021-2022,Feb,9,Uttar Pradesh,20,Budaun,1417902,232.27,39,280,614.39,1122,223,12375,2265907,34459,1405,1303,452,273.74,1999.42,23461,136528,79676,185872,752,18990,140420,17905,1099.06,127073,15.29,40.6,34.5,96.48,NA,{}
2021-2022,Feb,9,Uttar Pradesh,21,Bulandshahr,2254713,203.54,44,219,1095.67,7174,455,8878,1091032,45113,368,1259,402,429.05,741.11,25788,22793,81784,44978,281,11295,91267,4157,1038.29,116792,63.2,43.04,76.68,97.67,NA,{}
2021-2022,Feb,9,Uttar Pradesh,22,Chandauli,804830,203.27,40,593,1400.19,3083,74,3027,103507,2685,1351,235,327,226.74,2994.01,86954,26575,115497,155515,48,34496,55153,17451,1308.56,157394,99.07,51.08,38.86,93.57,NA,{}
2021-2022,Feb,9,Uttar Pradesh,23,Chitrakoot,2462785,215.14,49,3,287.26,6829,72,17298,1035513,22191,1057,1246,474,296.2,1725.55,43398,6194,115234,77820,426,48870,126994,12311,577.89,189241,13.24,2.01,95.84,93.28,NA,{}
2021-2022,Feb,9,Uttar Pradesh,24,Deoria,2343177,232.67,34,517,1204.37,560,64,9378,263050,1572,3204,124,312,285.27,1442.92,22619,48140,135810,114420,980,142128,36337,18550,1361.18,35955,90.29,64.29,23.45,91.36,NA,{}
2021-2022,Feb,9,Uttar Pradesh,25,Etah,1179900,240.5,50,307,1223.71,3185,272,7933,163810,49298,4377,864,412,330.63,685.44,78449,89477,140086,138334,592,198567,103016,18095,1567.74,18575,83.29,57.42,22.21,95.06,NA,{}
2021-2022,Feb,9,Uttar Pradesh,26,Etawah,1747877,244.89,48,509,172.0,7616,123,3983,1558240,27268,2178,50,306,490.1,2088.33,75935,51231,148691,124369,330,90812,116777,1773,725.34,142867,92.8,5.66,7.66,90.37,NA,{}
2021-2022,Feb,9,Uttar Pradesh,27,Farrukhabad,2072783,233.28,43,198,1462.74,4785,129,6490,1478562,43375,2558,1252,259,54.84,1283.91,82462,38946,97084,107077,31,142503,54586,3080,1116.63,27783,67.52,65.46,17.95,98.24,NA,{}
2021-2022,Feb,9,Uttar Pradesh,28,Fatehpur,2471698,208.33,30,136,1356.77,4251,351,1725,2122093,11529,3775,768,276,325.07,1028.56,25231,96367,148674,12228,420,135014,180097,18349,559.67,127957,67.15,8.13,41.1,99.55,NA,{}
2021-2022,Feb,9,Uttar Pradesh,29,Firozabad,712379,238.3,39,307,52.5,9784,418,19466,2259403,13952,4115,1911,233,496.0,2896.39,93714,149136,59395,15003,313,24196,198097,9524,1295.26,29836,28.86,52.72,90.42,97.93,NA,{}
2021-2022,Feb,9,Uttar Pradesh,30,Gautam Buddha Nagar,1221907,249.14,44,315,1902.64,5778,41,8726,1621389,36910,2745,755,221,484.27,2159.5,6850,139012,33896,38367,193,20008,66144,7468,1643.62,157880,71.23,9.36,52.77,99.39,NA,{}
2021-2022,Feb,9,Uttar Pradesh,31,Ghaziabad,1835139,218.26,42,549,1138.04,13133,477,4288,1531627,32281,2332,825,250,156.38,2071.83,4906,141906,82111,90276,710,144143,13225,5146,909.47,110855,75.9,38.08,71.48,91.84,NA,{}
2021-2022,Feb,9,Uttar Pradesh,32,Ghazipur,690322,214.33,31,179,1084.0,14188,300,3724,2236411,43041,4788,141,384,421.22,514.32,24864,101960,101388,192677,188,127718,151102,16009,1370.82,114023,53.09,38.62,57.26,98.85,NA,{}
2021-2022,Feb,9,Uttar Pradesh,33,Gonda,2236991,208.29,31,47,1340.43,4578,336,9648,235637,43367,3450,767,451,88.33,1366.81,46136,63187,61136,182133,982,115489,21182,4243,1264.05,63564,84.25,71.6,44.29,92.19,NA,{}
2021-2022,Feb,9,Uttar Pradesh,34,Gorakhpur,2092874,214.18,30,327,738.75,909,266,3218,2334097,34258,1942,766,17,413.28,1330.03,50006,9192,149213,137492,651,116263,144763,11557,1466.45,78119,89.63,61.02,72.33,99.54,NA,{}
2021-2022,Feb,9,Uttar Pradesh,35,Hamirpur,1311987,235.97,40,262,701.03,8504,442,10736,1032441,13750,417,378,202,55.34,833.3,87093,33241,135725,69420,895,115199,186858,908,1245.85,9320,6.47,10.85,31.24,91.67,NA,{}
2021-2022,Feb,9,Uttar Pradesh,36,Hapur,1875862,200.65,32,175,1598.54,9509,196,6803,111224,41390,1891,891,241,185.25,2968.49,13652,48782,117338,29803,81,44449,151366,2956,1742.88,186579,12.91,80.53,20.86,95.98,NA,{}
2021-2022,Feb,9,Uttar Pradesh,37,Hardoi,465594,235.95,33,567,1455.87,7811,464,11418,1684408,14584,3630,863,284,177.53,1659.6,77708,115071,69676,14725,122,76772,50135,2318,1071.15,63552,78.04,93.79,75.27,95.47,NA,{}
2021-2022,Feb,9,Uttar Pradesh,38,Hathras,798275,203.95,44,435,978.81,12706,119,11686,776410,20697,2260,1778,103,60.78,2639.09,39537,28578,66054,16766,371,134402,88360,9787,1730.06,67269,37.34,19.24,82.32,95.12,NA,{}
2021-2022,Feb,9,Uttar Pradesh,39,Jalaun,1291492,242.19,43,514,1786.09,1958,125,5381,1825047,5854,4493,1264,400,60.62,2604.48,99451,133554,45342,25546,714,53915,11343,17341,925.7,36848,22.74,61.13,48.82,93.18,NA,{}
2021-2022,Feb,9,Uttar Pradesh,40,Jaunpur,1740055,215.59,35,550,569.71,8368,200,14906,153255,23706,2562,952,374,105.08,2777.81,72152,89244,147606,113877,481,19821,176314,5480,1046.15,47055,84.71,84.65,8.14,94.56,NA,{}
2021-2022,Feb,9,Uttar Pradesh,41,Jhansi,1044127,244.29,48,120,1199.82,8306,368,3096,1383790,44972,3079,169,387,497.21,1528.87,83915,142660,46094,135026,202,36691,83206,3512,1105.39,100703,72.11,45.42,22.04,96.35,NA,{}
2021-2022,Feb,9,Uttar Pradesh,42,Kannauj,621583,210.64,38,205,927.6,7070,392,6393,354292,49623,1215,1010,376,333.4,1934.38,91465,57658,97298,63716,699,127181,130157,13731,1958.45,2861,76.97,26.33,84.37,96.75,NA,{}
2021-2022,Feb,9,Uttar Pradesh,43,Kanpur Dehat,1045677,215.84,38,7,791.67,10679,302,8004,434632,24526,2810,1666,488,104.25,661.88,55298,93649,135245,181213,979,10254,150069,15964,1517.42,194953,78.4,10.13,45.32,93.08,NA,{}
2021-2022,Feb,9,Uttar Pradesh,44,Kanpur Nagar,1265305,216.06,41,372,1089.9,7182,334,18561,843228,3490,964,1260,430,160.35,2349.66,15249,122807,43456,114867,477,117497,13039,2573,1365.4,34580,24.39,9.56,77.37,91.08,NA,{}
2021-2022,Feb,9,Uttar Pradesh,45,Kasganj,903079,227.35,46,360,897.48,8483,329,16739,922926,26252,1954,73,488,137.08,693.15,38919,60795,33202,199027,176,172175,22453,15455,1978.53,194012,10.05,43.94,83.21,98.82,NA,{}
2021-2022,Feb,9,Uttar Pradesh,46,Kaushambi,1038448,236.79,30,159,1937.25,2019,95,10594,737661,39340,3101,917,51,365.95,2063.13,39140,24128,111724,58574,873,75960,26729,16326,1196.08,14091,55.39,11.64,83.44,90.66,NA,{}
2021-2022,Feb,9,Uttar Pradesh,47,Kushinagar,1550486,217.24,37,308,1849.35,11529,85,9874,291577,24912,356,951,213,428.4,1337.57,86342,82796,135967,162121,448,161624,138498,3771,1140.16,62035,93.47,46.62,65.34,96.73,NA,{}
2021-2022,Feb,9,Uttar Pradesh,48,Lakhimpur Kheri,1720365,218.0,33,182,634.27,9405,147,10361,2293363,10148,2461,551,493,375.49,2704.68,63904,34239,141921,193536,675,39489,108827,7414,1213.95,98229,61.29,39.58,30.38,90.5,NA,{}
2021-2022,Feb,9,Uttar Pradesh,49,Lalitpur,1935547,237.28,49,502,1075.49,6992,269,4201,1360439,27575,2981,1815,469,313.99,1107.6,13999,97360,116902,125889,406,140359,175823,16905,1672.58,142756,20.19,91.23,81.5,91.77,NA,{}
2021-2022,Feb,9,Uttar Pradesh,50,Lucknow,1367410,249.52,50,98,1262.4,4800,45,15170,667858,41492,3735,772,57,171.28,2134.65,64472,139483,46384,118845,574,45482,175102,1713,871.64,106322,27.7,10.52,15.14,95.97,NA,{}
2021-2022,Feb,9,Uttar Pradesh,51,Maharajganj,2400688,222.64,36,270,1932.5,1742,228,4650,2381480,1225,2326,1613,349,98.69,2126.85,57915,28077,45314,129460,298,164127,107099,3942,1627.77,148260,49.48,45.2,8.08,98.08,NA,{}
2021-2022,Feb,9,Uttar Pradesh,52,Mahoba,2462283,221.47,45,558,1297.72,5767,438,17227,1744857,13142,3649,392,211,346.68,1502.05,25415,58093,36838,121770,578,54659,51941,8015,995.51,23763,47.04,40.93,44.77,97.78,NA,{}
2021-2022,Feb,9,Uttar Pradesh,53,Mainpuri,815929,228.32,37,337,1438.92,12750,263,3749,1807676,2539,4466,75,121,389.66,2458.35,47535,75556,19152,69256,877,126447,155670,2556,1715.11,194304,69.92,15.22,1.34,90.49,NA,{}
2021-2022,Feb,9,Uttar Pradesh,54,Mathura,893414,201.95,49,317,1929.63,1382,18,1749,407170,4428,2516,910,179,80.8,1308.72,82696,125052,139745,91183,309,87247,151234,924,1748.37,163297,93.57,15.76,76.02,95.14,NA,{}
2021-2022,Feb,9,Uttar Pradesh,55,Mau,974742,240.15,39,517,897.05,9896,169,2914,1245959,20026,2044,729,324,104.09,555.49,12388,45673,11547,171188,99,117482,26385,3951,891.68,123877,99.32,75.34,92.53,99.09,NA,{}
2021-2022,Feb,9,Uttar Pradesh,56,Meerut,485964,240.11,40,184,508.27,7453,375,2944,2146539,43102,4294,1257,137,319.57,816.42,59954,123815,19831,35608,551,67847,99957,6353,930.08,6273,1.24,60.61,52.86,91.77,NA,{}
2021-2022,Feb,9,Uttar Pradesh,57,Mirzapur,464168,219.83,35,53,1277.67,5397,101,9006,2224200,37138,297,1249,407,315.34,2918.01,33534,66341,82789,184864,90,111881,126417,12041,1541.48,188293,60.12,59.77,79.63,96.23,NA,{}
2021-2022,Feb,9,Uttar Pradesh,58,Moradabad,2260004,210.19,38,516,1350.29,4062,65,6773,1525074,25566,4443,1943,318,429.31,1779.82,75609,123995,125894,116143,700,146801,181690,15851,1214.78,145230,96.62,3.14,72.23,95.49,NA,{}
2021-2022,Feb,9,Uttar Pradesh,59,Muzaffarnagar,2130577,244.47,30,550,1372.54,5440,290,19581,430044,37646,4607,1819,302,359.56,982.87,73326,98341,67268,100076,806,188518,57994,9435,1295.21,170730,43.65,58.53,21.25,93.92,NA,{}
2021-2022,Feb,9,Uttar Pradesh,60,Pilibhit,2342541,205.09,35,428,1830.38,2004,464,1688,660304,45512,1525,464,133,59.89,2276.21,35257,16755,100079,168968,246,127164,156617,3436,1968.69,60218,37.71,51.79,2.33,99.68,NA,{}
2021-2022,Feb,9,Uttar Pradesh,61,Pratapgarh,816553,220.34,30,110,541.61,9226,454,18142,2210533,6352,3087,1544,99,375.56,2140.18,4606,28952,104893,88961,381,181371,46530,2450,825.5,31601,52.62,65.58,5.83,94.39,NA,{}
2021-2022,Feb,9,Uttar Pradesh,62,Raebareli,1189854,226.31,39,79,1125.64,11778,65,18698,500684,31349,3223,1183,471,315.99,1824.72,73483,23972,43658,199210,365,193778,152993,11001,679.85,148488,4.54,90.92,42.51,93.28,NA,{}
2021-2022,Feb,9,Uttar Pradesh,63,Rampur,2153509,230.22,30,332,313.58,2133,328,18531,1973337,43545,870,1093,198,120.72,1605.11,33182,100769,81589,198949,582,59154,59691,9218,1469.25,12742,95.61,89.48,40.82,97.83,NA,{}
